ItemID,ItemName,LocationName,UPC,ManufacturerItemID,ItemType,ItemGroupName,OnHandQty,OnRentQty,OnOrderQty,AvailableQty,CommittedQty,DepreciationName,SalesType,ItemStatus,GLName,ManufacturerName,LotNumber,ExpirationDate
A4253 BREEZE 2,TEST STRIPS,Main Location,,EXP:________________,Non-Serialized,Diabetic - Supplies,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",LOT:__________________,1A6327AA,4/30/2014 12:00:00 AM
A4253 BREEZE 2,TEST STRIPS,Main Location,,EXP:________________,Non-Serialized,Diabetic - Supplies,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",LOT:__________________,1A6383AA,
A4253 CONTOUR,TEST STRIPS,Main Location,,EXP:________________,Non-Serialized,Diabetic - Supplies,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",LOT:__________________,DW2JC3D06B,
A4253 CONTOUR,TEST STRIPS,Main Location,,EXP:________________,Non-Serialized,Diabetic - Supplies,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",LOT:__________________,DW2MC3005A,12/31/2014 12:00:00 AM
A4253 CONTOUR,TEST STRIPS,Main Location,,EXP:________________,Non-Serialized,Diabetic - Supplies,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",LOT:__________________,DW2MC3D06A,12/31/2014 12:00:00 AM
A4253 CONTOUR,TEST STRIPS,Main Location,,EXP:________________,Non-Serialized,Diabetic - Supplies,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",LOT:__________________,DW2MC3F07B,12/31/2014 12:00:00 AM
A4253 CONTOUR,TEST STRIPS,Main Location,,EXP:________________,Non-Serialized,Diabetic - Supplies,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",LOT:__________________,DW2MC3F12A,12/31/2014 12:00:00 AM
A4253 CONTOUR,TEST STRIPS,Main Location,,EXP:________________,Non-Serialized,Diabetic - Supplies,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",LOT:__________________,DW3AD3E02A,1/31/2015 12:00:00 AM
A4253 CONTOUR,TEST STRIPS,Main Location,,EXP:________________,Non-Serialized,Diabetic - Supplies,0,0,0,-4,4,,Purchase,Active,"Advanced Home Medical, Inc.",LOT:__________________,DW3AJ3B02B,1/31/2015 12:00:00 AM
A4253 CONTOUR,TEST STRIPS,Main Location,,EXP:________________,Non-Serialized,Diabetic - Supplies,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",LOT:__________________,DW3AJ3BO2B,1/15/2013 12:00:00 AM
A4253 CONTOUR TS,TEST STRIPS,Main Location,,EXP:________________,Non-Serialized,Diabetic - Supplies,6,0,0,6,0,,Purchase,Active,"Advanced Home Medical, Inc.",LOT:__________________,DW3AD3E02A,1/31/2015 12:00:00 AM
A4253 FREESTYLE,TEST STRIPS,Main Location,,EXP:________________,Non-Serialized,Diabetic - Supplies,8,0,0,8,0,,Purchase,Active,"Advanced Home Medical, Inc.",LOT:__________________,1077915,4/30/2013 12:00:00 AM
A4253 FREESTYLE,TEST STRIPS,Main Location,,EXP:________________,Non-Serialized,Diabetic - Supplies,3,0,0,3,0,,Purchase,Active,"Advanced Home Medical, Inc.",LOT:__________________,1285406,
A4253 FREESTYLE LITE,TEST STRIPS,Main Location,,EXP:_______________,Non-Serialized,Diabetic - Supplies,2,0,0,2,0,,Purchase,Active,"Advanced Home Medical, Inc.",LOT:__________________,1265330,12/31/2013 12:00:00 AM
A4253 FREESTYLE LITE,TEST STRIPS,Main Location,,EXP:_______________,Non-Serialized,Diabetic - Supplies,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",LOT:__________________,1268813,1/31/2014 12:00:00 AM
A4253 FREESTYLE LITE,TEST STRIPS,Main Location,,EXP:_______________,Non-Serialized,Diabetic - Supplies,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",LOT:__________________,1353219,8/31/2014 12:00:00 AM
A4253 FREESTYLE LITE,TEST STRIPS,Main Location,,EXP:_______________,Non-Serialized,Diabetic - Supplies,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",LOT:__________________,1353957,8/31/2014 12:00:00 AM
A4253 FREESTYLE LITE,TEST STRIPS,Main Location,,EXP:_______________,Non-Serialized,Diabetic - Supplies,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",LOT:__________________,1361910,10/14/2013 12:00:00 AM
A4253 FREESTYLE LITE,TEST STRIPS,Main Location,,EXP:_______________,Non-Serialized,Diabetic - Supplies,6,0,0,6,0,,Purchase,Active,"Advanced Home Medical, Inc.",LOT:__________________,1368211,
A4253 PRODIGY,TEST STRIPS,Main Location,,EXP:________________,Non-Serialized,Diabetic - Supplies,4,0,0,4,0,,Purchase,Active,"Advanced Home Medical, Inc.",LOT:__________________,D120321-1,3/31/2014 12:00:00 AM
A4253 ULTRA,TEST STRIPS,Main Location,,EXP:________________,Non-Serialized,Diabetic - Supplies,2,0,0,2,0,,Purchase,Active,"Advanced Home Medical, Inc.",LOT:__________________,3369036,4/30/2014 12:00:00 AM
A4253 ULTRA,TEST STRIPS,Main Location,,EXP:________________,Non-Serialized,Diabetic - Supplies,4,0,0,4,0,,Purchase,Active,"Advanced Home Medical, Inc.",LOT:__________________,3417676,8/31/2014 12:00:00 AM
B4152,EF CALORIE DENSE>/+1.5KCAL,Main Location,,LOT:_____EXP:_______,Non-Serialized,Enteral - Nutrients,630,0,0,-588,1218,,Purchase,Active,"Advanced Home Medical, Inc.",MFG: _____________________ MDL/#: ________________,57333,
B4154,EF SPEC METABOLIC NONINHERIT,Main Location,,LOT: _____ EXP:_____,Non-Serialized,Enteral - Nutrients,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",MFG: _____________________ MDL/#: ________________,57801,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,-1,1,,Purchase,Active,"Advanced Home Medical, Inc.",,004B802,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,01025G10,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,01042G12,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,01064G05,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,01084G10,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,01103G09,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,4,0,0,4,0,,Purchase,Active,"Advanced Home Medical, Inc.",,01103G11,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,01163G09,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,8,0,0,8,0,,Purchase,Active,"Advanced Home Medical, Inc.",,01165G05,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,01191G10,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,01191G11,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,011B804,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,01224G06,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,01233G08,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,01262G14,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,01279016,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,01283G08,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,5,0,0,4,1,,Purchase,Active,"Advanced Home Medical, Inc.",,01285G06,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,2,0,0,2,0,,Purchase,Active,"Advanced Home Medical, Inc.",,01294G01,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,01303G11,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,015A807,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,018A808,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,2,0,0,2,0,,Purchase,Active,"Advanced Home Medical, Inc.",,02045G09,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,2,0,0,2,0,,Purchase,Active,"Advanced Home Medical, Inc.",,02063G08,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,02095G13,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,6,0,0,6,0,,Purchase,Active,"Advanced Home Medical, Inc.",,02115G06,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,2,0,0,2,0,,Purchase,Active,"Advanced Home Medical, Inc.",,02124G13,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,02133G09,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,02134A34,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,02134A35,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,02134A36,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,02134A37,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,02134A38,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,02134A39,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,2,0,0,2,0,,Purchase,Active,"Advanced Home Medical, Inc.",,02152G08,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,02174G11,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,2,0,0,2,0,,Purchase,Active,"Advanced Home Medical, Inc.",,02194G08,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,02199001,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,3,0,0,3,0,,Purchase,Active,"Advanced Home Medical, Inc.",,02203G09,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,02213G11,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,02255G05,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,3,0,0,3,0,,Purchase,Active,"Advanced Home Medical, Inc.",,02264G10,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,-1,1,,Purchase,Active,"Advanced Home Medical, Inc.",,02273G10,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,025A810,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,03045G08,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,03063G05,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,10,0,0,10,0,,Purchase,Active,"Advanced Home Medical, Inc.",,03064G09,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,3,0,0,3,0,,Purchase,Active,"Advanced Home Medical, Inc.",,03105g01,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,10,0,0,10,0,,Purchase,Active,"Advanced Home Medical, Inc.",,03124G10,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,0,1,,Purchase,Active,"Advanced Home Medical, Inc.",,03133G12,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,03194G09,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,3,0,0,2,1,,Purchase,Active,"Advanced Home Medical, Inc.",,03213G10,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,03232G11,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,5,0,0,5,0,,Purchase,Active,"Advanced Home Medical, Inc.",,03255G05,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,03264G07,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,03273G04,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,03282G08,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,032B805,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,03315G12,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,039B812,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,6,0,0,6,0,,Purchase,Active,"Advanced Home Medical, Inc.",,04024G10,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,-1,1,,Purchase,Active,"Advanced Home Medical, Inc.",,04033G11,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,7,0,0,6,1,,Purchase,Active,"Advanced Home Medical, Inc.",,04094G03,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,3,0,0,3,0,,Purchase,Active,"Advanced Home Medical, Inc.",,04103G16,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,-1,1,,Purchase,Active,"Advanced Home Medical, Inc.",,04105G11,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,4,0,0,4,0,,Purchase,Active,"Advanced Home Medical, Inc.",,04132G01,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,04164G17,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,11,0,0,11,0,,Purchase,Active,"Advanced Home Medical, Inc.",,04165G16,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,2,0,0,2,0,,Purchase,Active,"Advanced Home Medical, Inc.",,04183G01,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,5,0,0,5,0,,Purchase,Active,"Advanced Home Medical, Inc.",,04225G04,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,6,0,0,5,1,,Purchase,Active,"Advanced Home Medical, Inc.",,04234G09,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,04263G06,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,5,0,0,5,0,,Purchase,Active,"Advanced Home Medical, Inc.",,04295G09,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,4,0,0,2,2,,Purchase,Active,"Advanced Home Medical, Inc.",,04304G12,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,043B804,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,046A803,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,05013G09,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,05022G6,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,11,0,0,10,1,,Purchase,Active,"Advanced Home Medical, Inc.",,05074G14,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,05075G07,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,05083G09,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,0,1,,Purchase,Active,"Advanced Home Medical, Inc.",,05092G15,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,4,0,0,4,0,,Purchase,Active,"Advanced Home Medical, Inc.",,05115G02,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,05135G08,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,-1,2,,Purchase,Active,"Advanced Home Medical, Inc.",,05135G10,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,7,0,0,5,2,,Purchase,Active,"Advanced Home Medical, Inc.",,05144G10,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,05153G14,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,05194G10,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,5,0,0,5,0,,Purchase,Active,"Advanced Home Medical, Inc.",,05205G11,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,2,0,0,2,0,,Purchase,Active,"Advanced Home Medical, Inc.",,05214G06,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,05223G12,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,052624FAB,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,05284G04,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,05285G09,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,05293G01,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,053A802,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,06025G07,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,06025G10,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,06053G14,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,06054G09,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,06062G17,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,06114G02,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,06123G11,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,06125G07,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,4,0,0,4,0,,Purchase,Active,"Advanced Home Medical, Inc.",,06185G10,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,06193G15,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,06225G07,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,3,0,0,3,0,,Purchase,Active,"Advanced Home Medical, Inc.",,06244G24,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,06254G08,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,-2,2,,Purchase,Active,"Advanced Home Medical, Inc.",,06263G09,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,06265G06,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,2,0,0,2,0,,Purchase,Active,"Advanced Home Medical, Inc.",,06295G07,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,064A804,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,064A807,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,4,0,0,2,2,,Purchase,Active,"Advanced Home Medical, Inc.",,064B803,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,06CF1213456,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,07024G09,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,2,0,0,2,0,,Purchase,Active,"Advanced Home Medical, Inc.",,07033G11,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,07034G07,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,0,0,0,0,0,,Purchase,Active,"Advanced Home Medical, Inc.",,07070G07,
E TANK CONTENTS,E TANK CONTENTS,Main Location,,,Non-Serialized,Oxygen - Gaseous,1,0,0,1,0,,Purchase,Active,"Advanced Home Medical, Inc.",,07085G10,
