"Path","LineNumber","Pattern","Line"
"D:\projects\admin-dashboard\app\(admin)\rentals\components\RentalsHeader.tsx","15","text-white","<h1 className=""mt-4 break-words text-3xl font-bold tracking-tight text-white md:text-4xl"">"
"D:\projects\admin-dashboard\app\(admin)\rentals\components\RentalsHeader.tsx","27","bg-black","<div className=""flex min-w-0 shrink-0 items-center gap-4 rounded-3xl border border-white/10 bg-black/25 p-4 backdrop-blur-xl lg:min-w-64"">"
"D:\projects\admin-dashboard\app\(admin)\rentals\components\RentalsHeader.tsx","37","text-white","<p className=""mt-1 break-words text-sm font-semibold text-white"">"
"D:\projects\admin-dashboard\app\(admin)\rentals\components\RentalTableRow.tsx","26","bg-white","<tr className=""transition hover:bg-white/[0.035]"">"
"D:\projects\admin-dashboard\app\(admin)\rentals\components\StatCard.tsx","31","text-white","<p className=""mt-2 break-words text-2xl font-bold tracking-tight text-white"">"
"D:\projects\admin-dashboard\app\(admin)\rentals\components\StatCard.tsx","40","bg-white","<div className=""flex h-11 w-11 shrink-0 items-center justify-center rounded-2xl border border-white/10 bg-white/[0.06] text-cyan-200 shadow-inner shadow-white/5"">"
"D:\projects\admin-dashboard\app\(admin)\rentals\page.tsx","99","text-slate-","<div className=""inline-flex items-center gap-2 rounded-full border border-white/10 bg-white/10 px-3 py-1 text-xs font-semibold uppercase tracking-[0.18em] text-slate-200 shadow-sm backdrop-blur-xl"">"
"D:\projects\admin-dashboard\app\(admin)\rentals\page.tsx","122","bg-white","<div className=""flex h-12 w-12 items-center justify-center rounded-2xl border border-white/10 bg-white/10 text-cyan-200 shadow-lg shadow-cyan-500/10 backdrop-blur-xl"">"
"D:\projects\admin-dashboard\app\(admin)\rentals\page.tsx","132","text-slate-","<span className=""inline-flex items-center gap-2 rounded-full border border-white/10 bg-white/10 px-3 py-1 text-xs font-semibold uppercase tracking-[0.18em] text-slate-200 shadow-sm backdrop-blur-xl"">"
"D:\projects\admin-dashboard\app\(admin)\reports\analytics\components\AnalyticsFilterCard.tsx","53","bg-black","""w-full min-w-0 cursor-pointer rounded-2xl border border-white/10 bg-black/40 px-4 py-3"","
"D:\projects\admin-dashboard\app\(admin)\reports\analytics\components\AnalyticsFilterCard.tsx","54","text-white","""text-sm font-medium text-white outline-none transition placeholder:${typography.caption}"","
"D:\projects\admin-dashboard\app\(admin)\reports\analytics\components\AnalyticsHealthBanner.tsx","20","text-slate-","return ""border-white/10 bg-white/[0.055] text-slate-300"";"
"D:\projects\admin-dashboard\app\(admin)\reports\analytics\components\AnalyticsHero.tsx","40","bg-white","className=""shrink-0 rounded-2xl border border-white/10 bg-white/10 p-3"""
"D:\projects\admin-dashboard\app\(admin)\reports\analytics\components\AnalyticsHero.tsx","70","text-slate-","<span className=""break-words text-slate-300"">"
"D:\projects\admin-dashboard\app\(admin)\reports\analytics\components\AnalyticsHero.tsx","79","text-slate-","<span className=""break-all text-slate-300"">"
"D:\projects\admin-dashboard\app\(admin)\reports\analytics\components\AnalyticsSourceCard.tsx","32","bg-white","className=""shrink-0 rounded-2xl border border-white/10 bg-white/10 p-3 text-cyan-200"""
"D:\projects\admin-dashboard\app\(admin)\reports\analytics\components\AnalyticsSourceCard.tsx","79","bg-black","<div className=""mt-5 rounded-2xl border border-white/10 bg-black/30 p-4"">"
"D:\projects\admin-dashboard\app\(admin)\reports\analytics\components\AnalyticsSourceCard.tsx","100","border-white","<div className=""flex min-w-0 items-start justify-between gap-4 border-b border-white/10 pb-3 last:border-b-0 last:pb-0"">"
"D:\projects\admin-dashboard\app\(admin)\reports\analytics\components\AnalyticsSourceCard.tsx","113","text-slate-","""min-w-0 flex-1 break-words text-right text-slate-200"","
"D:\projects\admin-dashboard\app\(admin)\reports\analytics\components\AnalyticsStatGrid.tsx","79","bg-white","className=""shrink-0 rounded-2xl border border-white/10 bg-white/10 p-3 text-cyan-200"""
"D:\projects\admin-dashboard\app\(admin)\reports\analytics\components\AnalyticsStatGrid.tsx","98","bg-white","className=""inline-block h-7 w-24 animate-pulse rounded-lg bg-white/10 align-middle"""
"D:\projects\admin-dashboard\app\(admin)\reports\components\ReportSectionGrid.tsx","30","bg-white","""hover:-translate-y-0.5 hover:border-white/20 hover:bg-white/[0.08]"","
"D:\projects\admin-dashboard\app\(admin)\reports\components\ReportSectionGrid.tsx","38","bg-white","""shrink-0 rounded-2xl border border-white/10 bg-white/10 p-3 transition"","
"D:\projects\admin-dashboard\app\(admin)\reports\components\ReportSectionGrid.tsx","39","bg-white","""group-hover:bg-white/15"","
"D:\projects\admin-dashboard\app\(admin)\reports\components\ReportSectionGrid.tsx","62","text-white","""group-hover:text-white"","
"D:\projects\admin-dashboard\app\(admin)\reports\components\UploadRuleCard.tsx","14","text-slate-","className=""shrink-0 rounded-2xl border border-white/10 bg-white/10 p-3 text-slate-300"""
"D:\projects\admin-dashboard\app\(admin)\reports\delivery\page.tsx","51","text-slate-","<div className=""inline-flex max-w-full items-center gap-2 rounded-full border border-white/10 bg-white/10 px-3 py-1 text-xs font-semibold uppercase tracking-[0.18em] text-slate-200 shadow-sm backdrop-blur-xl"">"
"D:\projects\admin-dashboard\app\(admin)\reports\delivery\page.tsx","89","bg-white","<div className=""flex h-12 w-12 shrink-0 items-center justify-center rounded-2xl border border-white/10 bg-white/10 text-cyan-200 shadow-lg shadow-cyan-500/10 backdrop-blur-xl"">"
"D:\projects\admin-dashboard\app\(admin)\reports\delivery\page.tsx","108","bg-white","<div className=""flex h-12 w-12 shrink-0 items-center justify-center rounded-2xl border border-white/10 bg-white/10 text-cyan-200 shadow-lg shadow-cyan-500/10 backdrop-blur-xl"">"
"D:\projects\admin-dashboard\app\(admin)\reports\hospice\components\HospiceEmptyState.tsx","7","bg-black","<div className=""min-w-0 overflow-hidden rounded-3xl border border-dashed border-white/10 bg-black/30 p-8 text-center"">"
"D:\projects\admin-dashboard\app\(admin)\reports\hospice\components\HospiceEmptyState.tsx","10","text-slate-","className=""mx-auto h-8 w-8 text-slate-600"""
"D:\projects\admin-dashboard\app\(admin)\reports\hospice\components\HospiceFilters.tsx","38","text-slate-","""w-full rounded-2xl border border-white/10 bg-black/20 px-4 py-3 text-sm text-slate-100 outline-none backdrop-blur-xl transition placeholder:${typography.caption} focus:border-cyan-300/40 focus:ring-2 focus:ring-cyan-300/20"";"
"D:\projects\admin-dashboard\app\(admin)\reports\hospice\components\HospiceHero.tsx","19","text-slate-","<div className=""inline-flex max-w-full items-center gap-2 rounded-full border border-white/10 bg-white/10 px-3 py-1 text-xs font-semibold uppercase tracking-[0.18em] text-slate-200 shadow-sm backdrop-blur-xl"">"
"D:\projects\admin-dashboard\app\(admin)\reports\hospice\components\HospicePatientCard.tsx","112","border-white","<footer className={`mt-4 flex min-w-0 flex-wrap justify-between gap-2 border-t border-white/10 pt-3 ${typography.caption}`}>"
"D:\projects\admin-dashboard\app\(admin)\reports\hospice\components\HospiceStatsGrid.tsx","99","text-white","className={`${typography.metric} mt-2 break-words text-white`}"
"D:\projects\admin-dashboard\app\(admin)\reports\hospice\components\HospiceSystemStats.tsx","55","text-white","className={`${typography.metricCompact} mt-1 break-words text-white`}"
"D:\projects\admin-dashboard\app\(admin)\reports\hospice\hospice-utils.ts","520","text-slate-","return ""border-white/10 bg-white/5 text-slate-300"";"
"D:\projects\admin-dashboard\app\(admin)\reports\hospice\page.tsx","109","bg-white","<div className={`${typography.bodyMuted} rounded-2xl border border-white/10 bg-white/[0.04] p-5`}>"
"D:\projects\admin-dashboard\app\(admin)\reports\insurance\page.tsx","161","text-white","<h2 className=""mt-4 text-sm font-semibold text-white"">"
"D:\projects\admin-dashboard\app\(admin)\reports\patients\components\PatientList.tsx","102","text-white","className=""w-full bg-transparent text-sm text-white outline-none placeholder:text-slate-600"""
"D:\projects\admin-dashboard\app\(admin)\reports\patients\[patientId]\components\PatientDetailHeader.tsx","41","border-white","<header className=""rounded-[2rem] border border-white/10 bg-gradient-to-br from-white/[0.12] via-white/[0.055] to-black/40 p-6 shadow-2xl shadow-black/30 backdrop-blur-2xl"">"
"D:\projects\admin-dashboard\app\(admin)\reports\patients\[patientId]\components\PatientDetailHeader.tsx","44","text-white","className=""mb-5 inline-flex items-center gap-2 text-sm text-zinc-400 transition hover:text-white"""
"D:\projects\admin-dashboard\app\(admin)\reports\patients\[patientId]\components\PatientDetailHeader.tsx","52","text-zinc-","<div className=""mb-2 inline-flex items-center gap-2 rounded-full border border-white/10 bg-white/10 px-3 py-1 text-xs text-zinc-300"">"
"D:\projects\admin-dashboard\app\(admin)\reports\patients\[patientId]\components\PatientDetailHeader.tsx","58","text-white","<h1 className=""text-3xl font-bold tracking-tight text-white"">"
"D:\projects\admin-dashboard\app\(admin)\reports\patients\[patientId]\components\PatientDetailHeader.tsx","71","text-zinc-","<p className=""mt-2 text-sm text-zinc-400"">"
"D:\projects\admin-dashboard\app\(admin)\reports\patients\[patientId]\components\PatientDetailHeader.tsx","77","text-zinc-","<p className=""mt-4 max-w-4xl rounded-3xl border border-white/10 bg-black/25 p-4 text-sm leading-6 text-zinc-300 backdrop-blur-xl"">"
"D:\projects\admin-dashboard\app\(admin)\reports\patients\[patientId]\components\PatientNotesSection.tsx","16","text-zinc-","<label htmlFor={id} className=""mb-2 block text-sm text-zinc-400"">"
"D:\projects\admin-dashboard\app\(admin)\reports\patients\[patientId]\components\PatientNotesSection.tsx","26","text-white","className=""w-full resize-y rounded-3xl border border-white/10 bg-black/30 p-4 text-sm text-white outline-none backdrop-blur-xl focus:border-cyan-400/30"""
"D:\projects\admin-dashboard\app\(admin)\reports\patients\[patientId]\components\PatientReportSources.tsx","9","bg-white","<section className=""rounded-3xl border border-white/10 bg-white/[0.055] p-6 shadow-xl shadow-black/20 backdrop-blur-2xl"">"
"D:\projects\admin-dashboard\app\(admin)\reports\patients\[patientId]\components\PatientReportSources.tsx","11","text-zinc-","<FileText className=""h-5 w-5 text-zinc-300"" />"
"D:\projects\admin-dashboard\app\(admin)\reports\patients\[patientId]\components\PatientReportSources.tsx","20","text-zinc-","className=""rounded-full border border-white/10 bg-black/20 px-3 py-1 text-xs text-zinc-300"""
"D:\projects\admin-dashboard\app\(admin)\reports\patients\[patientId]\components\PatientReportSources.tsx","26","text-zinc-","<span className=""text-sm text-zinc-500"">"
"D:\projects\admin-dashboard\app\(admin)\reports\patients\[patientId]\page.tsx","370","text-white","className=""mb-4 inline-flex items-center gap-2 text-sm text-zinc-400 transition hover:text-white"""
"D:\projects\admin-dashboard\app\(admin)\reports\patients\[patientId]\page.tsx","376","text-zinc-","<p className=""text-zinc-400"">Patient record not found.</p>"
"D:\projects\admin-dashboard\app\(admin)\reports\patients\[patientId]\page.tsx","394","text-zinc-","<div className=""flex items-start justify-between gap-3 rounded-3xl border border-white/10 bg-white/[0.075] p-4 text-sm text-zinc-200 shadow-xl shadow-black/20 backdrop-blur-2xl"">"
"D:\projects\admin-dashboard\app\(admin)\reports\patients\[patientId]\page.tsx","400","text-white","className=""rounded-xl p-1 text-zinc-400 transition hover:bg-white/10 hover:text-white"""
"D:\projects\admin-dashboard\app\(admin)\reports\upload\components\BatchHealthPanel.tsx","88","bg-black",": ""border-white/10 bg-black/20 text-neutral-200"";"
"D:\projects\admin-dashboard\app\(admin)\reports\upload\components\MiniStat.tsx","12","bg-black","<div className=""flex items-center justify-between gap-3 rounded-2xl border border-white/10 bg-black/30 p-4"">"
"D:\projects\admin-dashboard\app\(admin)\reports\upload\components\StatCard.tsx","24","text-slate-","className=""rounded-xl border border-white/10 bg-white/[0.06] p-2 text-slate-300"""
"D:\projects\admin-dashboard\app\(admin)\reports\upload\components\StatCard.tsx","33","text-white","<p className=""mt-1 text-2xl font-bold text-white"">"
"D:\projects\admin-dashboard\app\(admin)\reports\upload\components\StatusBadge.tsx","22","bg-white",": ""border-white/10 bg-white/5 text-neutral-300"";"
"D:\projects\admin-dashboard\app\(admin)\reports\upload\components\UploadAccessGate.tsx","49","text-slate-","<Loader2 className=""mx-auto h-8 w-8 animate-spin text-slate-200"" />"
"D:\projects\admin-dashboard\app\(admin)\reports\upload\components\UploadDropzone.tsx","75","bg-white","className=""mt-6 rounded-3xl border border-dashed border-white/20 bg-white/[0.045] p-8 text-center transition hover:border-white/30 hover:bg-white/[0.06]"""
"D:\projects\admin-dashboard\app\(admin)\reports\upload\components\UploadHero.tsx","44","text-white","<p className=""mt-2 text-2xl font-black tracking-tight text-white"">"
"D:\projects\admin-dashboard\app\(admin)\reports\wip\components\WipAnalytics.tsx","47","bg-white","<div className=""h-2 overflow-hidden rounded-full bg-white/10"">"
"D:\projects\admin-dashboard\app\(admin)\reports\wip\components\WipAnalytics.tsx","49","bg-white","className=""h-full rounded-full bg-white/40"""
"D:\projects\admin-dashboard\app\(admin)\reports\wip\components\WipLoadingState.tsx","5","text-white","<main className=""min-h-screen bg-slate-950 px-4 py-6 text-white md:px-6 xl:px-8"">"
"D:\projects\admin-dashboard\app\(admin)\reports\wip\components\WipLoadingState.tsx","10","bg-white","className=""h-28 animate-pulse rounded-[2rem] border border-white/10 bg-white/[0.055]"""
"D:\projects\admin-dashboard\app\(admin)\reports\wip\components\WipStatusBadge.tsx","49","text-slate-","return ""border-slate-300/20 bg-slate-400/10 text-slate-300"";"
"D:\projects\admin-dashboard\app\(admin)\reports\wip\components\WipStatusBadge.tsx","62","text-slate-","return ""border-slate-300/20 bg-slate-400/10 text-slate-300"";"
"D:\projects\admin-dashboard\app\(admin)\reports\wip\page.tsx","41","bg-white","<div className=""h-4 w-40 animate-pulse rounded-full bg-white/10"" />"
"D:\projects\admin-dashboard\app\(admin)\reports\wip\page.tsx","42","bg-white","<div className=""mt-5 h-10 w-full max-w-xl animate-pulse rounded-2xl bg-white/10"" />"
"D:\projects\admin-dashboard\app\(admin)\reports\wip\page.tsx","43","bg-white","<div className=""mt-4 h-4 w-full max-w-2xl animate-pulse rounded-full bg-white/10"" />"
"D:\projects\admin-dashboard\app\(admin)\reports\wip\wip-constants.ts","16","text-slate-","unknown: ""border-slate-400/30 bg-slate-400/10 text-slate-200"","
"D:\projects\admin-dashboard\app\(admin)\settings\components\company\RecentActivityCard.tsx","19","bg-black","<div className=""mt-4 rounded-2xl border border-white/10 bg-black/20 p-3"">"
"D:\projects\admin-dashboard\app\(admin)\settings\components\company\RecentActivityCard.tsx","21","text-slate-","Activity logging should be wired to <span className=""text-slate-200"">auditLogs</span>{"" ""}"
"D:\projects\admin-dashboard\app\(admin)\settings\components\danger\ResetCard.tsx","96","bg-black","className=""mt-4 w-full rounded-2xl border border-red-300/20 bg-black/30 px-4 py-3 text-sm text-red-50 outline-none placeholder:text-red-200/30 focus:border-red-200/50"""
"D:\projects\admin-dashboard\app\(admin)\settings\components\shared\SectionHeader.tsx","25","text-white","<h2 className=""mt-1 text-xl font-semibold tracking-tight text-white"">"
"D:\projects\admin-dashboard\app\(admin)\settings\components\shared\StatusPill.tsx","8","text-slate-","neutral: ""border-white/10 bg-white/[0.06] text-slate-200"","
"D:\projects\admin-dashboard\app\(admin)\settings\components\shared\ToggleRow.tsx","17","bg-black","<div className=""flex items-start justify-between gap-4 rounded-2xl border border-white/10 bg-black/20 p-4"">"
"D:\projects\admin-dashboard\app\(admin)\settings\components\shared\ToggleRow.tsx","36","border-white",": ""border-white/10 bg-slate-800"","
"D:\projects\admin-dashboard\app\(admin)\settings\components\shared\ToggleRow.tsx","42","bg-white","""absolute top-0.5 h-5 w-5 rounded-full bg-white shadow transition"","
"D:\projects\admin-dashboard\app\(admin)\settings\components\users\UserCreateCard.tsx","68","text-white","className=""mt-2 h-11 w-full rounded-2xl border border-white/10 bg-black/30 px-4 text-sm text-white outline-none transition focus:border-cyan-300/60 focus:ring-4 focus:ring-cyan-400/10"""
"D:\projects\admin-dashboard\app\(admin)\settings\components\users\UserRow.tsx","27","bg-white","<tr className=""border-b border-white/10 transition hover:bg-white/[0.035]"">"
"D:\projects\admin-dashboard\app\(admin)\settings\components\users\UserRow.tsx","42","text-white","className=""h-10 rounded-2xl border border-white/10 bg-black/30 px-3 text-sm text-white outline-none transition focus:border-cyan-300/60 focus:ring-4 focus:ring-cyan-400/10"""
"D:\projects\admin-dashboard\app\(admin)\settings\components\users\UserRow.tsx","63","text-white","className=""h-10 rounded-2xl border border-white/10 bg-black/30 px-3 text-sm text-white outline-none transition focus:border-cyan-300/60 focus:ring-4 focus:ring-cyan-400/10"""
"D:\projects\admin-dashboard\app\(admin)\settings\components\users\UsersTable.tsx","20","bg-black","<div className=""rounded-3xl border border-dashed border-white/10 bg-black/20 px-6 py-12 text-center"">"
"D:\projects\admin-dashboard\app\(admin)\settings\components\users\UsersTable.tsx","31","border-white","<div className=""overflow-hidden rounded-3xl border border-white/10"">"
"D:\projects\admin-dashboard\app\(admin)\settings\components\users\UsersTable.tsx","33","bg-white","<thead className=""bg-white/[0.045] text-xs uppercase tracking-[0.16em] ${typography.caption}"">"
"D:\projects\admin-dashboard\app\(admin)\settings\components\MessageCard.tsx","27","shadow-black","""flex items-start gap-3 rounded-3xl border p-4 text-sm shadow-2xl shadow-black/20 backdrop-blur-xl"","
"D:\projects\admin-dashboard\app\(admin)\settings\components\PageHeader.tsx","19","text-white","<h1 className=""mt-2 text-3xl font-bold tracking-tight text-white"">"
"D:\projects\admin-dashboard\app\(admin)\settings\components\TabBar.tsx","33","text-slate-",": ""border border-transparent ${typography.bodyMuted} hover:bg-white/[0.06] hover:text-slate-100"","
"D:\projects\admin-dashboard\app\(admin)\settings\page.tsx","83","text-slate-","<div className={""inline-flex items-center gap-2 rounded-full border border-white/10 bg-white/10 px-3 py-1 text-xs font-semibold uppercase tracking-[0.18em] text-slate-200 shadow-sm backdrop-blur-xl""}>"
"D:\projects\admin-dashboard\app\(admin)\settings\page.tsx","107","text-white","className={""inline-flex items-center justify-center gap-2 rounded-2xl border border-white/10 bg-transparent px-4 py-2 text-sm font-semibold text-slate-300 transition hover:bg-white/10 hover:text-white disabled:cursor-not-allowed disabled:opacity-50""}"
"D:\projects\admin-dashboard\app\(admin)\settings\page.tsx","117","text-slate-","className={""inline-flex items-center justify-center gap-2 rounded-2xl bg-cyan-300 px-5 py-3 text-sm font-bold text-slate-950 shadow-lg shadow-cyan-500/20 transition hover:bg-cyan-200 disabled:cursor-not-allowed disabled:opacity-50""}"
"D:\projects\admin-dashboard\app\(admin)\settings\page.tsx","145","text-slate-","<div className=""flex items-center gap-3 text-sm text-slate-300"">"
"D:\projects\admin-dashboard\app\(admin)\users\components\CreateUserPanel.tsx","26","bg-white","<section className=""rounded-3xl border border-white/10 bg-white/[0.06] p-6 shadow-2xl shadow-black/30 backdrop-blur-2xl"">"
"D:\projects\admin-dashboard\app\(admin)\users\components\CreateUserPanel.tsx","29","text-white","<h2 className=""text-xl font-semibold text-white"">Create User</h2>"
"D:\projects\admin-dashboard\app\(admin)\users\components\CreateUserPanel.tsx","97","bg-white","className=""inline-flex items-center gap-2 rounded-2xl bg-white px-5 py-3 text-sm font-semibold text-black transition hover:bg-zinc-200 disabled:cursor-not-allowed disabled:opacity-60"""
"D:\projects\admin-dashboard\app\(admin)\users\components\CreateUserPanel.tsx","112","text-white","className=""rounded-2xl border border-white/10 px-5 py-3 text-sm font-medium text-white transition hover:bg-white/10"""
"D:\projects\admin-dashboard\app\(admin)\users\components\SelectInput.tsx","22","text-zinc-","<label htmlFor={selectId} className=""mb-2 block text-sm text-zinc-400"">"
"D:\projects\admin-dashboard\app\(admin)\users\components\SelectInput.tsx","32","text-white","className=""w-full rounded-2xl border border-white/10 bg-black/50 px-4 py-3 text-sm text-white outline-none transition focus:border-white/30 focus:bg-black/70"""
"D:\projects\admin-dashboard\app\(admin)\users\components\TextInput.tsx","26","text-zinc-","<label htmlFor={inputId} className=""mb-2 block text-sm text-zinc-400"">"
"D:\projects\admin-dashboard\app\(admin)\users\components\TextInput.tsx","39","text-white","className=""w-full rounded-2xl border border-white/10 bg-black/50 px-4 py-3 text-sm text-white outline-none placeholder:text-zinc-500 transition focus:border-white/30 focus:bg-black/70"""
"D:\projects\admin-dashboard\app\(admin)\users\components\UserRowCard.tsx","39","bg-white","<article className=""grid gap-4 px-5 py-5 transition hover:bg-white/[0.03] xl:grid-cols-[2fr_1fr_1fr_1.2fr]"">"
"D:\projects\admin-dashboard\app\(admin)\users\components\UserRowCard.tsx","42","text-white","<p className=""truncate text-base font-semibold text-white"">"
"D:\projects\admin-dashboard\app\(admin)\users\components\UserRowCard.tsx","108","text-white","className=""w-full rounded-2xl border border-white/10 bg-black/50 px-3 py-2 text-sm text-white outline-none transition focus:border-white/30 disabled:cursor-not-allowed disabled:opacity-60"""
"D:\projects\admin-dashboard\app\(admin)\users\components\UsersFilters.tsx","25","bg-white","<section className=""rounded-3xl border border-white/10 bg-white/[0.06] p-5 shadow-2xl shadow-black/30 backdrop-blur-2xl"">"
"D:\projects\admin-dashboard\app\(admin)\users\components\UsersFilters.tsx","28","text-zinc-","<label htmlFor=""user-search"" className=""mb-2 block text-sm text-zinc-400"">"
"D:\projects\admin-dashboard\app\(admin)\users\components\UsersFilters.tsx","32","bg-black","<div className=""flex items-center gap-2 rounded-2xl border border-white/10 bg-black/50 px-4 py-3"">"
"D:\projects\admin-dashboard\app\(admin)\users\components\UsersFilters.tsx","33","text-zinc-","<Search className=""h-4 w-4 text-zinc-500"" />"
"D:\projects\admin-dashboard\app\(admin)\users\components\UsersFilters.tsx","43","text-white","className=""w-full bg-transparent text-sm text-white outline-none placeholder:text-zinc-500"""
"D:\projects\admin-dashboard\app\(admin)\users\components\UsersHeader.tsx","15","bg-white","<section className=""rounded-3xl border border-white/10 bg-white/[0.06] p-6 shadow-2xl shadow-black/30 backdrop-blur-2xl"">"
"D:\projects\admin-dashboard\app\(admin)\users\components\UsersHeader.tsx","18","text-white","<h1 className=""flex items-center gap-3 text-3xl font-semibold tracking-tight text-white"">"
"D:\projects\admin-dashboard\app\(admin)\users\components\UsersHeader.tsx","23","text-zinc-","<p className=""mt-2 text-sm text-zinc-400"">"
"D:\projects\admin-dashboard\app\(admin)\users\components\UsersHeader.tsx","37","text-white","className=""inline-flex items-center justify-center gap-2 rounded-2xl border border-white/10 bg-white/10 px-4 py-3 text-sm font-medium text-white shadow-lg shadow-black/20 transition hover:bg-white/15"""
"D:\projects\admin-dashboard\app\(admin)\users\components\UsersStats.tsx","23","bg-white","<div className=""rounded-3xl border border-white/10 bg-white/[0.06] p-5 shadow-xl shadow-black/20 backdrop-blur-2xl"">"
"D:\projects\admin-dashboard\app\(admin)\users\components\UsersStats.tsx","24","text-zinc-","<p className=""text-xs uppercase tracking-wide text-zinc-400"">{label}</p>"
"D:\projects\admin-dashboard\app\(admin)\users\components\UsersStats.tsx","25","text-white","<p className=""mt-2 text-3xl font-semibold text-white"">"
"D:\projects\admin-dashboard\app\(admin)\layout.tsx","68","bg-white","className=""sr-only focus:not-sr-only focus:fixed focus:left-4 focus:top-4 focus:z-[100] focus:rounded-xl focus:bg-white focus:px-4 focus:py-2 focus:text-sm focus:font-semibold focus:text-black"""
"D:\projects\admin-dashboard\app\(admin)\layout.tsx","86","bg-white","className={`${glass.focus} inline-flex items-center gap-2 rounded-xl border ${colors.border} bg-white/5 px-3 py-2 text-sm font-medium ${colors.textPrimary} transition hover:bg-white/10 lg:hidden`}"
"D:\projects\admin-dashboard\app\(admin)\layout.tsx","108","bg-white","className={`${glass.focus} inline-flex items-center gap-2 rounded-xl border ${colors.borderStrong} bg-white/5 px-4 py-2 text-sm font-medium ${colors.textPrimary} transition hover:bg-white/10 disabled:cursor-not-allowed disabled:opacity-60`}"
"D:\projects\admin-dashboard\app\components\admin\AdminBreadcrumbs.tsx","21","text-white","className=""mt-0.5 flex items-center gap-1 text-xs text-white/50"""
"D:\projects\admin-dashboard\app\components\admin\AdminBreadcrumbs.tsx","25","text-white","className=""inline-flex items-center gap-1 transition hover:text-white"""
"D:\projects\admin-dashboard\app\components\admin\AdminBreadcrumbs.tsx","39","text-white","<Link href={href} className=""transition hover:text-white"">"
"D:\projects\admin-dashboard\app\components\admin\AdminCommandPalette.tsx","64","bg-black","<div className={`bg-black/60 fixed inset-0 z-[200] px-4 py-20 backdrop-blur-sm`}>"
"D:\projects\admin-dashboard\app\components\admin\AdminCommandPalette.tsx","99","bg-white","className={`block rounded-2xl px-4 py-3 ${typography.body} transition hover:bg-white/10`}"
"D:\projects\admin-dashboard\app\components\admin\AdminPageHeader.tsx","18","bg-white","<header className=""relative mb-6 overflow-hidden rounded-[2rem] border border-white/10 bg-white/[0.035] p-5 shadow-[0_20px_70px_rgba(0,0,0,0.35),0_0_38px_rgba(34,211,238,0.07)] backdrop-blur-xl sm:p-6"">"
"D:\projects\admin-dashboard\app\components\admin\AdminShell.tsx","47","text-white","<div className=""min-h-screen bg-[#07090d] text-white antialiased"">"
"D:\projects\admin-dashboard\app\components\admin\AdminShell.tsx","50","bg-white","className=""sr-only focus:not-sr-only focus:fixed focus:left-4 focus:top-4 focus:z-[100] focus:rounded-xl focus:bg-white focus:px-4 focus:py-2 focus:text-sm focus:font-semibold focus:text-black focus:outline-none focus:ring-2 focus:ring-white/40"""
"D:\projects\admin-dashboard\app\components\admin\AdminShellTopbar.tsx","49","bg-white","className={`${glass.focus} inline-flex h-10 w-10 shrink-0 items-center justify-center rounded-2xl border ${colors.border} bg-white/[0.06] ${colors.textSecondary} transition hover:bg-white/[0.12] lg:hidden`}"
"D:\projects\admin-dashboard\app\components\admin\AdminShellTopbar.tsx","66","bg-white","<div className={`flex w-full max-w-md items-center gap-2 rounded-2xl border ${colors.border} bg-white/[0.06] px-3 py-2 text-sm ${colors.textMuted} shadow-inner backdrop-blur-xl transition-colors`}>"
"D:\projects\admin-dashboard\app\components\admin\AdminShellTopbar.tsx","80","bg-white","<div className={`hidden max-w-[220px] items-center gap-2 rounded-2xl border ${colors.border} bg-white/[0.06] px-3 py-2 text-xs ${colors.textSecondary} sm:flex`}>"
"D:\projects\admin-dashboard\app\components\admin\AdminShellTopbar.tsx","90","bg-white","className={`${glass.focus} inline-flex h-10 w-10 shrink-0 items-center justify-center rounded-2xl border ${colors.border} bg-white/[0.06] ${colors.textSecondary} transition hover:bg-white/[0.12]`}"
"D:\projects\admin-dashboard\app\components\admin\AdminSidebar.tsx","206","text-white","className={`${navigation.sidebarShell} border-white/10 bg-neutral-950 text-white`}"
"D:\projects\admin-dashboard\app\components\admin\AdminSidebar.tsx","227","text-white","className={`${navigation.mobileShell} border-white/10 bg-neutral-950 text-white`}"
"D:\projects\admin-dashboard\app\components\admin\AdminSidebar.tsx","229","border-white","<div className={`${navigation.mobileHeader} border-white/10`}>"
"D:\projects\admin-dashboard\app\components\admin\AdminSidebar.tsx","244","text-white","className={`${navigation.closeButton} border-white/10 bg-white/5 text-white hover:border-white/20 hover:bg-white/10 focus:ring-white/30`}"
"D:\projects\admin-dashboard\app\components\admin\AdminSidebar.tsx","280","bg-black","<div className={`${navigation.brandCard} border-white/10 bg-black/50 shadow-black/20`}>"
"D:\projects\admin-dashboard\app\components\admin\AdminSystemAlerts.tsx","37","bg-white","className=""rounded-lg p-1 text-amber-100/70 transition hover:bg-white/10 hover:text-amber-100"""
"D:\projects\admin-dashboard\app\components\auth\AuthGuard.tsx","130","text-white","<div className=""flex min-h-screen items-center justify-center bg-[#020617] px-4 text-white"">"
"D:\projects\admin-dashboard\app\components\auth\AuthGuard.tsx","131","text-zinc-","<div className=""rounded-3xl border border-white/10 bg-white/[0.06] px-6 py-4 text-sm text-zinc-300 shadow-2xl shadow-black/30 backdrop-blur-2xl"">"
"D:\projects\admin-dashboard\app\components\auth\AuthGuard.tsx","142","text-white","<main className=""flex min-h-screen items-center justify-center bg-[#07090d] p-6 text-white"">"
